,ID,Count
286,,581.9049998805028
287,,568.1502830919783
288,,530.0112748230827
289,,422.97672607611264
290,,357.968590256719
291,,295.776657365462
292,,248.95610634283008
293,,222.85678087839347
294,,239.63155484164213
295,,277.90930969096325
296,,320.02991000744106
297,,413.54856844713385
298,,586.9852263692306
299,,650.7500886551327
300,,657.6446055226779
301,,581.6353826796602
302,,621.9099101736808
303,,614.0546819393466
304,,598.3819004262386
305,,612.32163398357
306,,627.3916162077121
307,,665.725883490374
308,,639.739582892618
309,,597.1292081538561
310,,599.2955180985766
311,,585.1297348078834
312,,513.9414266481743
313,,410.1521465012123
314,,347.11504586989133
315,,286.8087613916802
316,,241.40780120067805
317,,216.09980267135438
318,,232.36596845292271
319,,269.4831485406781
320,,310.32665970023606
321,,401.00984894514875
322,,569.1879380533992
323,,631.0194609850198
324,,637.704937319724
325,,564.0003006789295
326,,603.05371161772
327,,595.4366525150654
328,,580.239066967323
329,,593.7561502669975
330,,608.3692132936728
331,,645.5411923677785
332,,620.3427918111543
333,,579.0243561032298
334,,581.1249839133144
335,,567.3887046682402
336,,501.25243562644243
337,,400.02566781191865
338,,338.5449258675465
339,,279.72757740931866
340,,235.4475472433561
341,,210.76439222628042
342,,226.62895342635704
343,,262.8297264286646
344,,302.6648290040389
345,,391.1090896191753
346,,555.1349346153597
347,,615.4398640507987
348,,621.960278873065
349,,550.0753777587381
350,,588.1645769117572
351,,580.7355796962245
352,,565.9132159472481
353,,579.0965683201356
354,,593.3488411556896
355,,629.6030601811308
356,,605.0267972103213
357,,564.7284957677919
358,,566.7772599879029
359,,553.3801235224824
360,,386.0953817830673
361,,308.12431413694185
362,,260.7680743539818
363,,215.46334365463588
364,,181.35614748525097
365,,162.34366698125453
366,,174.56352543582616
367,,202.44758201043484
368,,233.131022217534
369,,301.2562185091902
370,,427.59898862849275
371,,474.04954547152965
372,,479.0719690474682
373,,423.7018074930652
374,,453.0404457590663
375,,447.31817627500527
376,,435.9010822444568
377,,446.0557091466271
378,,457.03368417600063
379,,484.95890815696964
380,,466.02876246569303
381,,434.98853807013955
382,,436.566621980612
383,,426.2473254530013
384,,380.4916282915863
385,,303.65222567739846
386,,256.9833100805025
387,,212.33612814971377
388,,178.72396074429943
389,,159.98742566475732
390,,172.02992619765695
391,,199.5092760941774
392,,229.74737962204176
393,,296.8838129691267
394,,421.3928555366782
395,,467.16923319402196
396,,472.11876176790327
397,,417.55223773618036
398,,446.4650576568307
399,,440.82584067511357
400,,429.5744533159084
401,,439.58169688058604
402,,450.4003385721294
403,,477.9202583749934
404,,459.26486310813743
405,,428.6751537252983
406,,430.23033346845773
407,,420.06081027840713
408,,529.4792628936416
409,,422.5521527229824
410,,357.6092704282014
411,,295.47976422819585
412,,248.7062104919808
413,,222.6330828711695
414,,239.3910187400491
415,,277.6303513459588
416,,319.70867206781645
417,,413.1334588404738
418,,586.3960254264047
419,,650.0968821542616
420,,656.9844784799325
421,,581.0515517747914
422,,621.2856527154587
423,,613.4383093608009
424,,597.7812597898773
425,,611.7070009947852
426,,626.7618563514425
427,,665.05764466494
428,,639.0974284593029
429,,596.5298249383543
430,,598.6939603958739
431,,584.5423963606165
432,,523.2727822379718
433,,417.59905645334885
434,,353.41742539338156
435,,292.01619243352
436,,245.79091164547344
437,,220.02340952041249
438,,236.58491124712992
439,,274.3760078318454
440,,315.96109245951493
441,,408.2907671616906
442,,579.5223745708815
443,,642.47653891107
444,,649.2833998116637
445,,574.2405480797108
446,,614.0030306083146
447,,606.2476726969826
448,,590.7741528355243
449,,604.5366584815328
450,,619.4150429637041
451,,657.2619334902279
452,,631.6060192487828
453,,589.537387125443
454,,591.6761548947552
455,,577.6904734815146
456,,538.6527402824117
457,,429.8730676109353
458,,363.8050193199699
459,,300.59909018852335
460,,253.01516262341337
461,,226.49030579723734
462,,243.53858079089304
463,,282.4404278286332
464,,325.2477752579578
465,,420.2911904247205
466,,596.5556125095995
467,,661.3601165562291
468,,668.3670437293656
469,,591.1185433370022
470,,632.0497190095855
471,,624.0664167385531
472,,608.1381014160138
473,,622.3051126403875
474,,637.6208004505213
475,,676.5800813175497
476,,650.1700921499493
477,,606.8649848667957
478,,609.0666149895025
479,,594.6698684479771
480,,522.5829388145854
481,,417.04852531073016
482,,352.95150647901517
483,,291.63122027996934
484,,245.46687942044235
485,,219.73334722938415
486,,236.2730155196314
487,,274.01429116902125
488,,315.5445531532912
489,,407.7525073665771
490,,578.7583759216624
491,,641.6295462332695
492,,648.4274334811421
493,,573.4835125927123
494,,613.1935752592461
495,,605.4484414276536
496,,589.9953206893208
497,,603.7396828844725
498,,618.598452825177
499,,656.3954488618449
500,,630.7733574453414
501,,588.7601854379989
502,,590.8961336169752
503,,576.9288898727134
504,,509.8939053571602
505,,406.92201275553305
506,,344.3813578156852
507,,284.5500126160597
508,,239.50660553028982
509,,214.39791894113887
510,,230.5359813068113
511,,267.3608468060203
512,,307.88269683369356
513,,397.8517149295716
514,,564.7053254862735
515,,626.0498971963244
516,,632.6827223797452
517,,559.5585431035101
518,,598.3043907596666
519,,590.74731944413
520,,575.6694217594145
521,,589.0800519116854
522,,603.578030454681
523,,640.4572633734265
524,,615.4573116233476
525,,574.4642772930272
526,,576.5483617085829
527,,562.9202618781676
528,,394.7368900719098
529,,315.0206898519571
530,,266.60453234420334
531,,220.28580037901958
532,,185.41522388364956
533,,165.97720990886154
534,,178.47057074938763
535,,206.97872260559024
536,,238.34891332924659
537,,307.9988739050924
538,,437.16942220236524
539,,484.65962595888425
540,,489.7944603975508
541,,433.18501515159676
542,,463.18030485069227
543,,457.3299606951624
544,,445.65733158868574
545,,456.03923728435
546,,467.2629191175006
547,,495.81315978057773
548,,476.4593234195379
549,,444.72436303630457
550,,446.33776729982003
551,,435.7875063766587
552,,389.1331015482024
553,,310.54857343486424
554,,262.8197444100261
555,,217.15856532410803
556,,182.78302068741283
557,,163.62095386216976
558,,175.93695567225933
559,,204.0403983203239
560,,234.96524958069438
561,,303.6264410306536
562,,430.9632503125094
563,,477.7792706686605
564,,482.8412096495621
565,,427.03540695027993
566,,456.6048756419939
567,,450.8375845080161
568,,439.3306631088085
569,,449.56518454560353
570,,460.6295320448415
571,,488.77446599602837
572,,469.6953817770292
573,,438.41093922293373
574,,440.00143917594926
575,,429.60095252666594
576,,538.1207679811905
577,,429.44852588319793
578,,363.4457262562755
579,,300.30221916607434
580,,252.7652853866726
581,,226.2666244527109
582,,243.2980626062245
583,,282.1614902625287
584,,324.9265612465331
585,,419.8761117385228
586,,595.9664554548583
587,,660.7069587110544
588,,667.7069658578102
589,,590.5347559202173
590,,631.4255080507191
591,,623.4500900720385
592,,607.5375055198508
593,,621.690525434056
594,,636.991087503467
595,,675.9118922675318
596,,649.5279855490901
597,,606.2656462978302
598,,608.4651020953081
599,,594.0825737500624
600,,531.9142584051467
601,,424.4954065335928
602,,359.2538616886909
603,,296.8386312321729
604,,249.8499729557302
605,,223.65693894164372
606,,240.4919420376699
607,,278.90713158413183
608,,321.178964175613
609,,415.03339749422094
610,,589.0927725701442
611,,653.086579959305
612,,660.0058513047801
613,,583.7237204878633
614,,624.1428520086982
615,,616.2594199019685
616,,600.5303659144407
617,,614.5201495091167
618,,629.6442398817394
619,,668.1161447670991
620,,642.0365414308067
621,,599.2731759022157
622,,601.4472638932803
623,,587.2306189430153
624,,547.294242727028
625,,436.76943866195234
626,,369.6414733630124
627,,305.42154365149395
628,,257.0742362766707
629,,230.1238462674902
630,,247.44562346213146
631,,286.9715653593918
632,,330.4656628408262
633,,427.033841260585
634,,606.1260396110165
635,,671.9701898680179
636,,679.0895278278593
637,,600.6017445820687
638,,642.1895712436551
639,,634.0781943877705
640,,617.8943441621205
641,,632.2886340262802
642,,647.8500284740204
643,,687.4343256004599
644,,660.6006460496369
645,,616.6008032486513
646,,618.837753700514
647,,604.2100429196387
648,,531.2244173843958
649,,423.94487730840297
650,,358.78794439705985
651,,296.45366041943043
652,,249.52594185926142
653,,223.36687766086484
654,,240.18004739646386
655,,278.54541618112006
656,,320.7624263201417
657,,414.4951395737967
658,,588.3287765818335
659,,652.2395902314704
660,,659.1498879554786
661,,582.9666876375213
662,,623.333399478858
663,,615.4601914162587
664,,599.7515364808089
665,,613.7231766878194
666,,628.8276525872902
667,,667.2496631565698
668,,641.2038825274187
669,,598.4959769216646
670,,600.6672453322136
671,,586.4690379867114
672,,518.5354056198391
673,,413.81838206525
674,,350.2178103850515
675,,289.37246486138434
676,,243.56567815865085
677,,218.0314584939404
678,,234.44302299154043
679,,271.89198319268877
680,,313.1005830990708
681,,404.59436406294964
682,,574.2757501712043
683,,636.6599678291216
684,,643.4052037708641
685,,569.0417419541147
686,,608.444240433473
687,,600.7590945654223
688,,585.4256620421174
689,,599.0635707767875
690,,613.8072558953497
691,,651.3115049156929
692,,625.8878628893711
693,,584.2000932166362
694,,586.3194979524296
695,,572.4604339409816
696,,403.3783706250887
697,,321.9170434324618
698,,272.4409716018114
699,,225.10824162531398
700,,189.47428725409355
701,,169.61074117430024
702,,182.37760352295138
703,,211.50984865766054
704,,243.56678769368915
705,,314.7415076598626
706,,446.7398250591086
707,,495.26967239227355
708,,500.5169173328759
709,,442.66819237295834
710,,473.3201313975692
711,,467.3417129816371
712,,455.41354961939396
713,,466.02273337908116
714,,477.49212122739186
715,,506.6673765665324
716,,486.88985089560094
717,,454.46015675450246
718,,456.10888125769725
719,,445.3276566802856
720,,397.7746000095455
721,,317.4449413070208
722,,268.65619576277356
723,,221.98101656418407
724,,186.84209246965304
725,,167.25449265755358
726,,179.8439965425588
727,,208.571533762469
728,,240.1831347583941
729,,310.3690887585146
730,,440.5336730024683
731,,488.3893390897698
732,,493.5636888055608
733,,436.51860382409495
734,,466.74472320213084
735,,460.8493575423362
736,,449.086901357806
737,,459.5487013296236
738,,470.8587553532102
739,,499.62870527570914
740,,480.1259308687861
741,,448.1467531170948
742,,449.7725733829854
743,,439.14112260081436
744,,546.7622501716471
745,,436.34488077033586
746,,369.2821666196977
747,,305.12466132606346
748,,256.8243495261762
749,,229.9001564065848
750,,247.20509612004304
751,,286.692617173099
752,,330.14443659959204
753,,426.6187467708013
754,,605.5368601248797
755,,671.3170071547001
756,,678.4294248246898
757,,600.0179349383305
758,,641.5653365187611
759,,633.4618442554123
760,,617.2937253990431
761,,631.6740234203329
762,,647.2202915514572
763,,686.7661111100052
764,,659.9585150013966
765,,616.0014418606424
766,,618.2362179044917
767,,603.6227258612353
768,,540.5557553793764
769,,431.39177321895505
770,,365.0903120370448
771,,301.66108164235436
772,,253.90904403944563
773,,227.29047711173268
774,,244.39898223560755
775,,283.4382662465149
776,,326.39684845536794
777,,421.7760440617412
778,,598.6631936131312
779,,663.6966465545299
780,,670.7283286155498
781,,593.2069157297171
782,,634.2826978238711
783,,626.271191213365
784,,610.2866024844895
785,,624.5036645750756
786,,639.8734614297634
787,,678.9703821788761
788,,652.4670887275728
789,,609.0089881209427
790,,611.2183964188041
791,,596.7707873753981
792,,555.9357262690716
793,,443.66579462772745
794,,375.4779146392939
795,,310.2439865657461
796,,261.1333010510398
797,,233.7573787896734
798,,251.35265758703684
799,,291.50269297866134
800,,335.68353900999665
801,,433.7764773474579
802,,615.6964457779147
803,,682.5802399711481
804,,689.8119884718051
805,,610.0849250834161
806,,652.3294012976359
807,,644.0899501370513
808,,627.6505655672523
809,,642.2721335740446
810,,658.0792341219282
811,,698.2885461406077
812,,671.0311771333497
813,,626.3366003342087
814,,628.608871037967
815,,613.7501965229569
816,,539.8659131309288
817,,430.84124301399913
818,,364.6243939162299
819,,301.2761101444869
820,,253.5850123663051
821,,227.00041531473744
822,,244.08708703932876
823,,283.0765501997653
824,,325.9803098585925
825,,421.23778518338986
826,,597.8991962651518
827,,662.8496553193244
828,,669.872363742907
829,,592.4498815320987
830,,633.473243853464
831,,625.4719613052839
832,,609.5077716647902
833,,623.7066903354214
834,,639.05687268205
835,,678.1038990262866
836,,651.6344283423181
837,,608.2317877572258
838,,610.4383764695538
839,,596.0092050637235
840,,527.1768902776355
841,,420.7147389214541
842,,356.05425241491014
843,,294.1949083982904
844,,247.62474345710962
845,,221.66499148527035
846,,238.35005762090594
847,,276.4231113969989
848,,318.3184599419519
849,,411.3370010204039
850,,583.846157573794
851,,647.2700193021776
852,,654.1276657992496
853,,578.5249236798913
854,,618.5840717966668
855,,610.7708516073799
856,,595.1818847069324
857,,609.0470716135801
858,,624.0364628640104
859,,662.1657268572927
860,,636.3183953198311
861,,593.9358915592395
862,,596.0906165514889
863,,582.000588776085
864,,412.0198653580936
865,,328.81340832920944
866,,278.2774204364464
867,,229.9306907847637
868,,193.5333572850643
869,,173.24427840200906
870,,186.28464270757448
871,,216.0409821448663
872,,248.7846706201542
873,,321.48415247863653
874,,456.3102436199488
875,,505.8797362357134
876,,511.239391862706
877,,452.15138515528804
878,,483.45997458291146
879,,477.35348169641986
880,,465.1697836591035
881,,476.0062458557549
882,,487.7213401224052
883,,517.5216111631972
884,,497.3203954871413
885,,464.1959664481876
886,,465.8800112490186
887,,454.86782263836767
888,,406.41608558841426
889,,324.341298898289
890,,274.4926384147228
891,,226.80346061510136
892,,190.9011582007566
893,,170.888026036172
894,,183.75103158836455
895,,213.1026624497398
896,,245.4010121574345
897,,317.11172643464823
898,,450.10408142514177
899,,498.9993916937224
900,,504.2861519768246
901,,446.0017865606583
902,,476.8845556461017
903,,470.8611156514198
904,,458.84312506251024
905,,469.5322032305306
906,,481.0879634121744
907,,510.48292837423105
908,,490.5564644110083
909,,457.8825524974104
910,,459.5436930235218
911,,448.68127845277706
912,,555.4037440679342
913,,443.24124499933896
914,,375.1186148892152
915,,309.9471100185767
916,,260.88341916412514
917,,233.53369328247425
918,,251.1121349263648
919,,291.22375022157513
920,,335.36231902083256
921,,433.36139093671477
922,,615.1072777590585
923,,681.9270699708143
924,,689.15189831631
925,,609.5011268024446
926,,651.7051787223071
927,,643.4736120007998
928,,627.0499584940994
929,,641.6575349303471
930,,657.4495094560205
931,,697.6203446557024
932,,670.3890585829934
933,,625.737250611652
934,,628.0073469497177
935,,613.1628908955853
936,,549.1972417186086
937,,438.288131417033
938,,370.92675520254204
939,,306.48352611759805
940,,257.96811012770604
941,,230.92401081006534
942,,248.30601762519294
943,,287.9693953324792
944,,331.61472631352893
945,,428.51868233115886
946,,608.2336028779041
947,,674.30670009206
948,,681.4507927302822
949,,602.6900993007047
950,,644.4225311600449
951,,636.2829502033821
952,,620.0428270476428
953,,634.48716735443
954,,650.1026703887946
955,,689.8246062324602
956,,662.8976231875765
957,,618.7447883579105
958,,620.9895169191004
959,,606.3109440667982
960,,564.5772194746094
961,,450.5621583054763
962,,381.3143624422805
963,,315.06643487278166
964,,265.1923703645309
965,,237.39091537511962
966,,255.25969608105328
967,,296.03382566494577
968,,340.9014210141508
969,,440.5191209744046
970,,625.2668626470916
971,,693.1903019391572
972,,700.5344611063349
973,,619.5681161895004
974,,662.4692426906635
975,,654.1017170821578
976,,637.4067978824538
977,,652.2556442860366
978,,668.3084512088288
979,,709.1427788186822
980,,681.4617198811911
981,,636.0724083069958
982,,638.3799993021473
983,,623.290360794723
984,,548.5074000978581
985,,437.73760171301217
986,,370.4608375056725
987,,306.09855497002144
988,,257.6440787494064
989,,230.6339492770013
990,,247.99412271271189
991,,287.6076796148601
992,,331.19818809576765
993,,427.9804239425767
994,,607.4696062250964
995,,673.4597096275435
996,,680.5948286364936
997,,601.9330657919221
998,,643.6130779261712
999,,635.4837210225314
1000,,619.2639969366123
1001,,633.6901938399537
1002,,649.2860823841064
1003,,688.9581238682955
1004,,662.064963559971
1005,,617.9675887013789
1006,,620.2094976796009
1007,,605.5493624480978
1008,,535.8183829129289
1009,,427.61110214411815
1010,,361.8906998327549
1011,,299.0173563870968
1012,,251.68381250274638
1013,,225.2985278309427
1014,,242.25709585710035
1015,,280.9542437842779
1016,,323.5363416017826
1017,,418.07964420240955
1018,,593.4165738114275
1019,,657.8800805700381
1020,,664.850137726213
1021,,588.0081141601881
1022,,628.7239125205754
1023,,620.7826178918187
1024,,604.9381163783287
1025,,619.0305816667692
1026,,634.2656792758942
1027,,673.0199588191063
1028,,646.7489373793703
1029,,603.6716988895694
1030,,605.8617441708811
1031,,591.5407524183042
1032,,420.6613528432017
1033,,335.7097674417563
1034,,284.113864375866
1035,,234.75313589947172
1036,,197.5924239115638
1037,,176.87781258215443
1038,,190.1916786152394
1039,,220.57211183166612
1040,,254.0025491702147
1041,,328.2267916421395
1042,,465.8806541537741
1043,,516.4897911801546
1044,,521.9618573992552
1045,,461.6345699837618
1046,,493.5998092636444
1047,,487.36524201401335
1048,,474.92600951594886
1049,,485.9897499589388
1050,,497.95055043784686
1051,,528.3758366560697
1052,,507.7509313302518
1053,,473.931767976139
1054,,475.6511330449821
1055,,464.40798059480886
1056,,415.05757775294654
1057,,331.23766174526105
1058,,280.32908551461634
1059,,231.62590834119612
1060,,194.96022702526818
1061,,174.5215621839008
1062,,187.65806961171592
1063,,217.6337945901771
1064,,250.61889353301163
1065,,323.8543692493361
1066,,459.67449714140935
1067,,509.60945238358045
1068,,515.0086233196619
1069,,455.484976524341
1070,,487.02439581762394
1071,,480.87288139044944
1072,,468.5993562024181
1073,,479.51571273984973
1074,,491.31717926680284
1075,,521.3371597447403
1076,,500.98700590232465
1077,,467.61835929736446
1078,,469.31482011061405
1079,,458.2214415752785
1080,,564.0452319808126
1081,,450.1376044532687
1082,,380.9550591175499
1083,,314.769555372005
1084,,264.94248599155617
1085,,237.16722764248652
1086,,255.01917102743545
1087,,295.7548801326745
1088,,340.58019782918797
1089,,440.1040304339913
1090,,624.6776887666374
1091,,692.5371254404737
1092,,699.8743643836419
1093,,618.9843121003541
1094,,661.8450139049812
1095,,653.4853728139946
1096,,636.8061848338966
1097,,651.6410395277335
1098,,667.6787202778276
1099,,708.4745706858798
1100,,680.8195949424353
1101,,635.4730526215443
1102,,637.7784692293703
1103,,622.7030493242825
1104,,557.838733494508
1105,,445.18449395385585
1106,,376.7632020399538
1107,,311.3059736268134
1108,,262.0271787696696
1109,,234.5575467943836
1110,,252.21305547283356
1111,,292.5005272691385
1112,,336.8326074544429
1113,,435.26132484261063
1114,,617.8040181637624
1115,,684.9167603047532
1116,,692.1732635908988
1117,,612.173288837901
1118,,654.5623708755493
1119,,646.2947154921538
1120,,629.7990577487849
1121,,644.4706764147619
1122,,660.3318857833858
1123,,700.6788371148234
1124,,673.3281642098015
1125,,628.4805947200172
1126,,630.7606435667569
1127,,615.8511067602509
1128,,573.2187077406231
1129,,457.45851804122674
1130,,387.15080690912237
1131,,319.8888804232798
1132,,269.25143735783627
1133,,241.02444988361674
1134,,259.16673234178546
1135,,300.5649557612104
1136,,346.11930003573553
1137,,447.26176074722
1138,,634.8372740457667
1139,,703.8003578423978
1140,,711.2569276118418
1141,,629.0513018749416
1142,,672.6090782877034
1143,,664.1134783044846
1144,,647.1630246209405
1145,,662.2391492914003
1146,,678.537662448654
1147,,719.9970052924191
1148,,691.8922566668783
1149,,645.8082107147429
1150,,648.1511219810982
1151,,632.8305196132801
1152,,557.1488915529255
1153,,444.6339639937942
1154,,376.29728412639497
1155,,310.9210023001943
1156,,261.70314724066924
1157,,234.26748512641757
1158,,251.90116041529623
1159,,292.13881138329236
1160,,336.4160690429578
1161,,434.7230662036951
1162,,617.0400211556348
1163,,684.0697694463179
1164,,691.3172990990182
1165,,611.4162549770369
1166,,653.7529172652146
1167,,645.4954859395972
1168,,629.0202272755357
1169,,643.6737025296287
1170,,659.5152973989185
1171,,699.8123543476747
1172,,672.4955041949422
1173,,627.7033947020252
1174,,629.9806239644856
1175,,615.0895247873539
1176,,544.4598714704662
1177,,434.50746211251953
1178,,367.72714449649106
1179,,303.8398021002818
1180,,255.7428796329857
1181,,228.9320624620184
1182,,246.1641322496378
1183,,285.4853740334017
1184,,328.75422079939426
1185,,424.8222842026901
1186,,602.9869855329637
1187,,668.4901368312126
1188,,675.5726045934459
1189,,597.491300165548
1190,,638.8637484596859
1191,,630.7943794518956
1192,,614.694343445945
1193,,629.0140870089298
1194,,644.4948908608053
1195,,683.8741856590141
1196,,657.1794745169352
1197,,613.407501625757
1198,,615.6328671794643
1199,,601.0809115587017
1200,,429.3028440334101
1201,,342.60612951116696
1202,,289.9503108177031
1203,,239.57558308183792
1204,,201.6514922784174
1205,,180.51134832020392
1206,,194.09871619807421
1207,,225.10324346122056
1208,,259.2204299574783
1209,,334.96943369659783
1210,,475.4510687909823
1211,,527.0998506737337
1212,,532.6843275331393
1213,,471.1177588782198
1214,,503.7396482919047
1215,,497.3770066242215
1216,,484.6822395558466
1217,,495.9732583426222
1218,,508.1797651391364
1219,,539.23006680277
1220,,518.1814716455299
1221,,483.6675736783857
1222,,485.4222590303847
1223,,473.94814264166166
1224,,423.69906655114505
1225,,338.1340219057227
1226,,286.1655303408947
1227,,236.44835418868382
1228,,199.01929426855054
1229,,178.15509691616865
1230,,191.56510611306237
1231,,222.16492496549068
1232,,255.83677287593866
1233,,330.5970094373959
1234,,469.24490912947675
1235,,520.2195089402398
1236,,525.7310904855101
1237,,464.9681627938028
1238,,497.16423203912393
1239,,490.88464322934897
1240,,478.35558354174054
1241,,489.499218360046
1242,,501.54639113659255
1243,,532.1913868869331
1244,,511.4175433303749
1245,,477.35416230468945
1246,,479.0859433913181
1247,,467.7616009813647
1248,,572.6867229523695
1249,,457.0339663481841
1250,,386.7915054117103
1251,,319.59200243235125
1252,,269.0015542557052
1253,,240.80076328859843
1254,,258.9262085114125
